cluster_id,time_idx,timestamp,cluster_size,mean_abs_err,max_abs_err,sensor_ids,sensor_names,sensor_indices
14838,7081,2024-01-01 22:27:45,11,0.023088909685611725,0.09197494387626648,730;1644;879;764;735;1484;757;1382;1691;1358;1144,UsMTMduglendive730;UsMtBillings1644;UsUTLayton879;UsCoGolden764;UsNmAlbuq735;UsNdMdudickinson1484;UsMtMtu757;UsWaSpokane1382;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1144,11;93;32;18;14;81;17;66;101;60;57
17673,7951,2024-01-01 22:42:15,9,0.034239355474710464,0.1991947740316391,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
17453,7891,2024-01-01 22:41:15,9,0.029874136671423912,0.14781497418880463,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
17954,8039,2024-01-01 22:43:43,9,0.027824752032756805,0.14204950630664825,730;1644;1484;970;757;1496;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsSdRapidcity970;UsMtMtu757;UsWaWsu1496;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;43;17;83;60;66;57
16949,7763,2024-01-01 22:39:07,9,0.026682555675506592,0.14262846112251282,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
16982,7775,2024-01-01 22:39:19,9,0.02453952468931675,0.11972955614328384,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
17595,7928,2024-01-01 22:41:52,9,0.02317192405462265,0.09419013559818268,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
13051,6464,2024-01-01 22:17:28,9,0.022928766906261444,0.07650887221097946,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
13055,6465,2024-01-01 22:17:29,9,0.02194472961127758,0.07034378498792648,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
17436,7887,2024-01-01 22:41:11,9,0.021834753453731537,0.07694968581199646,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
12410,6199,2024-01-01 22:13:03,9,0.02113589458167553,0.057213250547647476,726;1644;757;1496;1358;1382;1144;1484;730,UsNdMduwilliston726;UsMtBillings1644;UsMtMtu757;UsWaWsu1496;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144;UsNdMdudickinson1484;UsMTMduglendive730,10;93;17;83;60;66;57;81;11
18234,8137,2024-01-01 22:45:21,9,0.02084604650735855,0.07906708866357803,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
17424,7883,2024-01-01 22:41:07,9,0.020751062780618668,0.08372422307729721,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
17525,7910,2024-01-01 22:41:34,9,0.02019645646214485,0.046582601964473724,730;1644;1484;757;1496;1691;1358;1382;1144,UsMTMduglendive730;UsMtBillings1644;UsNdMdudickinson1484;UsMtMtu757;UsWaWsu1496;UsWaRichland1691;USWaBellingham1358;UsWaSpokane1382;UsWaSpokane1144,11;93;81;17;83;101;60;66;57
