episode_id,sensor_set,cluster_size,start_time_idx,end_time_idx,peak_time_idx,n_frames,duration_steps,peak_mean_abs_err,peak_max_abs_err,sensor_ids,sensor_names,sensor_indices,peak_timestamp,rank_score
110,749;969;1430;1650;1707,5,2929,2929,2929,1,1,0.0135525334626436,0.0218807980418205,749;1430;1650;1707;969,UsMoGape749;UsMoFranklin1430;UsIlSpringfield1650;UsIlUiuc1707;UsMoClinton969,16;77;94;102;42,2024-01-01 21:18:33,0.01965117352083322
111,620;1059,2,6253,6480,6466,16,228,0.019637793302536,0.026986863464117,620;1059,UsIlChicago620;UsIlGalesburg1059,0;52,2024-01-01 22:17:30,0.019637793302536
112,620;781;874;1059;1650,5,5912,5914,5914,3,3,0.01353888399899,0.0214779172092676,620;1059;1650;781;874,UsIlChicago620;UsIlGalesburg1059;UsIlSpringfield1650;UsMoKirksville781;UsWiDodgeville874,0;52;94;22;30,2024-01-01 22:08:18,0.019631381798535498
113,1491;1680,2,5226,5271,5226,2,46,0.0193103402853012,0.0279667545109987,1491;1680,UsDeMillsboro1491;UsNcRaleigh1680,82;99,2024-01-01 21:56:50,0.0193103402853012
114,1071;2009,2,3420,3445,3433,20,26,0.0192714035511016,0.0275179035961627,1071;2009,UsTnKnoxville1071;UsOhCleveland2009,55;104,2024-01-01 21:26:57,0.0192714035511016
115,774;1364,2,1472,1486,1477,14,15,0.0192548483610153,0.0260499455034732,774;1364,UsNjTomsriver774;UsNyQueens1364,20;62,2024-01-01 20:54:21,0.0192548483610153
116,1055;1491,2,1985,2244,2217,20,260,0.019236521795392,0.0273618102073669,1055;1491,UsNjRedBank1055;UsDeMillsboro1491,50;82,2024-01-01 21:06:41,0.019236521795392
117,984;1069;1071,3,7978,8045,8002,40,68,0.0166068617254495,0.0220256075263023,984;1071;1069,UsGaNorcross984;UsTnKnoxville1071;UsTnChattanoogaTVA1069,47;55;54,2024-01-01 22:43:06,0.019097890984266924
118,781;874;1059;1650,4,5067,5067,5067,1,1,0.0146137252449989,0.01786027289927,781;1059;1650;874,UsMoKirksville781;UsIlGalesburg1059;UsIlSpringfield1650;UsWiDodgeville874,22;52;94;30,2024-01-01 21:54:11,0.018997842818498572
119,1144;1358;1382;1691,4,261,281,267,4,21,0.0146101955324411,0.0168914068490266,1144;1691;1382;1358,UsWaSpokane1144;UsWaRichland1691;UsWaSpokane1382;USWaBellingham1358,57;101;66;60,2024-01-01 20:34:11,0.01899325419217343
